Isolation	isolation	NOUN
management	management	NOUN
strategies	strategy	NOUN
.	.	PUNCT

Hydraulic	hydraulic	ADJ
constraints	constraint	NOUN
limit	limit	VERB
height	height	NOUN
growth	growth	NOUN
in	in	ADP
trees	tree	NOUN
at	at	ADP
high	high	ADJ
altitude	altitude	NOUN
.	.	PUNCT

Low	low	ADJ
temperatures	temperature	NOUN
limit	limit	VERB
the	the	DET
fixation	fixation	NOUN
of	of	ADP
photosynthates	photosynthate	NOUN
and	and	CCONJ
xylogenesis	xylogenesis	NOUN
.	.	PUNCT

Here	here	ADV
","	","	PUNCT
we	-PRON-	PRON
hypothesized	hypothesize	VERB
that	that	ADP
reduced	reduce	VERB
longitudinal	longitudinal	ADJ
growth	growth	NOUN
in	in	ADP
trees	tree	NOUN
at	at	ADP
high	high	ADJ
altitude	altitude	NOUN
is	be	VERB
related	relate	VERB
to	to	ADP
the	the	DET
lower	low	ADJ
hydraulic	hydraulic	ADJ
efficiency	efficiency	NOUN
of	of	ADP
the	the	DET
transport	transport	NOUN
system	system	NOUN
.	.	PUNCT

Apical	apical	ADJ
buds	bud	NOUN
of	of	ADP
Norway	Norway	PROPN
spruce	spruce	NOUN
(	(	PUNCT
Picea	Picea	PROPN
abies	abie	NOUN
)	)	PUNCT
trees	tree	NOUN
at	at	ADP
high	high	ADJ
and	and	CCONJ
low	low	ADJ
elevation	elevation	NOUN
were	be	VERB
heated	heat	VERB
during	during	ADP
2006	2006	NUM
and	and	CCONJ
2007	2007	NUM
.	.	PUNCT

At	at	ADP
the	the	DET
end	end	NOUN
of	of	ADP
the	the	DET
experiment	experiment	NOUN
","	","	PUNCT
trees	tree	NOUN
were	be	VERB
felled	fell	VERB
.	.	PUNCT

Longitudinal	longitudinal	ADJ
increments	increment	NOUN
and	and	CCONJ
tracheid	tracheid	ADJ
lumen	luman	NOUN
areas	area	NOUN
were	be	VERB
measured	measure	VERB
along	along	ADP
the	the	DET
stem	stem	NOUN
.	.	PUNCT

Apical	apical	ADJ
hydraulic	hydraulic	ADJ
conductivity	conductivity	NOUN
(	(	PUNCT
k	k	NOUN
)	)	PUNCT
was	be	VERB
estimated	estimate	VERB
from	from	ADP
anatomical	anatomical	ADJ
data	datum	NOUN
.	.	PUNCT

Before	before	ADP
heating	heating	NOUN
","	","	PUNCT
high	high	ADJ
-	-	PUNCT
altitude	altitude	NOUN
trees	tree	NOUN
showed	show	VERB
fewer	few	ADJ
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.002	0.002	NUM
)	)	PUNCT
and	and	CCONJ
smaller	small	ADJ
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.008	0.008	NUM
)	)	PUNCT
apical	apical	ADJ
conduits	conduit	NOUN
","	","	PUNCT
and	and	CCONJ
therefore	therefore	ADV
reduced	reduce	VERB
k	k	X
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.016	0.016	NUM
)	)	PUNCT
and	and	CCONJ
stem	stem	NOUN
elongation	elongation	NOUN
(	(	PUNCT
P	p	NOUN
&	&	CCONJ
lt	lt	PROPN
;	;	PUNCT
0.0001	0.0001	NUM
)	)	PUNCT
","	","	PUNCT
in	in	ADP
comparison	comparison	NOUN
with	with	ADP
trees	tree	NOUN
at	at	ADP
low	low	ADJ
elevation	elevation	NOUN
.	.	PUNCT

After	after	ADP
2	2	NUM
yr	yr	NOUN
of	of	ADP
heating	heating	NOUN
","	","	PUNCT
k	k	NOUN
increased	increase	VERB
at	at	ADP
both	both	CCONJ
high	high	ADJ
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.014	0.014	NUM
)	)	PUNCT
and	and	CCONJ
low	low	ADJ
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.047	0.047	NUM
)	)	PUNCT
elevation	elevation	NOUN
.	.	PUNCT

Only	only	ADV
high	high	ADJ
-	-	PUNCT
altitude	altitude	NOUN
trees	tree	NOUN
showed	show	VERB
increased	increase	VERB
stem	stem	NOUN
elongation	elongation	NOUN
","	","	PUNCT
which	which	ADJ
reached	reach	VERB
the	the	DET
same	same	ADJ
magnitude	magnitude	NOUN
as	as	ADP
that	that	DET
of	of	ADP
controls	control	NOUN
at	at	ADP
low	low	ADJ
elevation	elevation	NOUN
(	(	PUNCT
P	p	NOUN
=	=	SYM
0.735	0.735	NUM
)	)	PUNCT
.	.	PUNCT

Heating	heat	VERB
around	around	ADP
the	the	DET
apical	apical	ADJ
shoots	shoot	NOUN
did	do	VERB
not	not	ADV
appear	appear	VERB
to	to	PART
induce	induce	VERB
significant	significant	ADJ
changes	change	NOUN
in	in	ADP
conduit	conduit	NOUN
dimension	dimension	NOUN
along	along	ADP
the	the	DET
rest	rest	NOUN
of	of	ADP
the	the	DET
stem	stem	NOUN
.	.	PUNCT

The	the	DET
total	total	ADJ
number	number	NOUN
and	and	CCONJ
size	size	NOUN
of	of	ADP
xylem	xylem	NOUN
elements	element	NOUN
at	at	ADP
the	the	DET
stem	stem	NOUN
apex	apex	NOUN
are	be	VERB
strongly	strongly	ADV
constrained	constrain	VERB
by	by	ADP
low	low	ADJ
temperatures	temperature	NOUN
.	.	PUNCT

Trees	tree	NOUN
at	at	ADP
high	high	ADJ
altitude	altitude	NOUN
are	be	VERB
therefore	therefore	ADV
prevented	prevent	VERB
from	from	ADP
building	build	VERB
up	up	PART
an	an	DET
efficient	efficient	ADJ
transport	transport	NOUN
system	system	NOUN
","	","	PUNCT
and	and	CCONJ
their	-PRON-	ADJ
reduced	reduce	VERB
longitudinal	longitudinal	ADJ
growth	growth	NOUN
reflects	reflect	VERB
strong	strong	ADJ
hydraulic	hydraulic	ADJ
limitations	limitation	NOUN
.	.	PUNCT

Physiological	physiological	ADJ
and	and	CCONJ
morphological	morphological	ADJ
adaptations	adaptation	NOUN
in	in	ADP
relation	relation	NOUN
to	to	ADP
water	water	NOUN
use	use	NOUN
efficiency	efficiency	NOUN
in	in	ADP
Mediterranean	Mediterranean	PROPN
accessions	accession	NOUN
of	of	ADP
Solanum	Solanum	PROPN
lycopersicum	lycopersicum	NOUN
.	.	PUNCT

The	the	DET
physiological	physiological	ADJ
traits	trait	NOUN
underlying	underlie	VERB
the	the	DET
apparent	apparent	ADJ
drought	drought	NOUN
resistance	resistance	NOUN
of	of	ADP
'	'	PUNCT
Tomatiga	Tomatiga	PROPN
de	de	PROPN
Ramellet	Ramellet	PROPN
'	'	PUNCT
(	(	PUNCT
TR	TR	PROPN
)	)	PUNCT
cultivars	cultivar	NOUN
","	","	PUNCT
a	a	DET
population	population	NOUN
of	of	ADP
Mediterranean	Mediterranean	PROPN
tomato	tomato	NOUN
cultivars	cultivar	NOUN
with	with	ADP
delayed	delay	VERB
fruit	fruit	NOUN
deterioration	deterioration	NOUN
(	(	PUNCT
DFD	DFD	PROPN
)	)	PUNCT
phenotype	phenotype	NOUN
and	and	CCONJ
typically	typically	ADV
grown	grow	VERB
under	under	ADP
non	non	ADJ
-	-	ADJ
irrigation	irrigation	ADJ
conditions	condition	NOUN
","	","	PUNCT
are	be	VERB
evaluated	evaluate	VERB
.	.	PUNCT

Eight	eight	NUM
different	different	ADJ
tomato	tomato	NOUN
accessions	accession	NOUN
were	be	VERB
selected	select	VERB
and	and	CCONJ
included	include	VERB
six	six	NUM
TR	tr	NOUN
accessions	accession	NOUN
","	","	PUNCT
one	one	NUM
Mediterranean	Mediterranean	PROPN
non	non	ADJ
-	-	ADJ
TR	tr	ADJ
accession	accession	NOUN
(	(	PUNCT
NTR(M	ntr(m	NOUN
)	)	PUNCT
)	)	PUNCT
and	and	CCONJ
a	a	DET
processing	processing	NOUN
cultivar	cultivar	NOUN
(	(	PUNCT
NTR(O	NTR(O	PROPN
)	)	PUNCT
)	)	PUNCT
.	.	PUNCT

Among	among	ADP
the	the	DET
TR	tr	NOUN
accessions	accession	NOUN
two	two	NUM
leaf	leaf	NOUN
morphology	morphology	NOUN
types	type	NOUN
","	","	PUNCT
normal	normal	ADJ
divided	divide	VERB
leaves	leaf	NOUN
and	and	CCONJ
potato	potato	NOUN
-	-	PUNCT
leaf	leaf	NOUN
","	","	PUNCT
were	be	VERB
selected	select	VERB
.	.	PUNCT

Plants	plant	NOUN
were	be	VERB
field	field	NOUN
grown	grow	VERB
under	under	ADP
well	well	ADV
-	-	PUNCT
watered	water	VERB
(	(	PUNCT
WW	WW	PROPN
)	)	PUNCT
and	and	CCONJ
water	water	NOUN
-	-	PUNCT
stressed	stress	VERB
(	(	PUNCT
WS	ws	NOUN
)	)	PUNCT
treatments	treatment	NOUN
","	","	PUNCT
with	with	ADP
30	30	NUM
and	and	CCONJ
10	10	NUM
%	%	NOUN
of	of	ADP
soil	soil	NOUN
water	water	NOUN
capacity	capacity	NOUN
","	","	PUNCT
respectively	respectively	ADV
.	.	PUNCT

Accessions	accession	NOUN
were	be	VERB
clustered	cluster	VERB
according	accord	VERB
to	to	ADP
the	the	DET
leaf	leaf	NOUN
type	type	NOUN
and	and	CCONJ
TR	tr	NOUN
phenotype	phenotype	NOUN
under	under	ADP
WW	WW	PROPN
and	and	CCONJ
WS	WS	PROPN
","	","	PUNCT
respectively	respectively	ADV
.	.	PUNCT

Correlation	correlation	NOUN
among	among	ADP
parameters	parameter	NOUN
under	under	ADP
the	the	DET
different	different	ADJ
water	water	NOUN
treatments	treatment	NOUN
suggested	suggest	VERB
that	that	ADP
potential	potential	ADJ
improvements	improvement	NOUN
in	in	ADP
the	the	DET
intrinsic	intrinsic	ADJ
water	water	NOUN
-	-	PUNCT
use	use	NOUN
efficiency	efficiency	NOUN
(	(	PUNCT
A(N)/g(s	A(N)/g(s	PROPN
)	)	PUNCT
)	)	PUNCT
are	be	VERB
possible	possible	ADJ
without	without	ADP
negative	negative	ADJ
impacts	impact	NOUN
on	on	ADP
yield	yield	NOUN
.	.	PUNCT

Under	under	ADP
WS	ws	NOUN
TR	tr	NOUN
accessions	accession	NOUN
displayed	display	VERB
higher	high	ADJ
A(N)/g(s	A(N)/g(s	PROPN
)	)	PUNCT
","	","	PUNCT
which	which	ADJ
was	be	VERB
not	not	ADV
due	due	ADJ
to	to	ADP
differences	difference	NOUN
in	in	ADP
Rubisco	rubisco	NOUN
-	-	PUNCT
related	relate	VERB
parameters	parameter	NOUN
","	","	PUNCT
but	but	CCONJ
correlated	correlate	VERB
with	with	ADP
the	the	DET
ratio	ratio	NOUN
between	between	ADP
the	the	DET
leaf	leaf	NOUN
mesophyll	mesophyll	NOUN
and	and	CCONJ
stomatal	stomatal	ADJ
conductances	conductance	NOUN
(	(	PUNCT
g(m)/g(s	g(m)/g(s	PROPN
)	)	PUNCT
)	)	PUNCT
.	.	PUNCT

The	the	DET
results	result	NOUN
confirm	confirm	VERB
the	the	DET
existence	existence	NOUN
of	of	ADP
differential	differential	ADJ
traits	trait	NOUN
in	in	ADP
the	the	DET
response	response	NOUN
to	to	ADP
drought	drought	NOUN
stress	stress	NOUN
in	in	ADP
Mediterranean	Mediterranean	PROPN
accessions	accession	NOUN
of	of	ADP
tomato	tomato	NOUN
","	","	PUNCT
and	and	CCONJ
demonstrate	demonstrate	VERB
that	that	ADJ
increases	increase	NOUN
in	in	ADP
the	the	DET
g(m)/g(s	g(m)/g(s	NOUN
)	)	PUNCT
ratio	ratio	NOUN
would	would	VERB
allow	allow	VERB
improvements	improvement	NOUN
in	in	ADP
A(N)/g(s	A(N)/g(s	PROPN
)	)	PUNCT
in	in	ADP
horticultural	horticultural	ADJ
crops	crop	NOUN
.	.	PUNCT

A	a	DET
new	new	ADJ
filter	filter	NOUN
that	that	ADJ
accurately	accurately	ADV
mimics	mimic	VERB
the	the	DET
solar	solar	ADJ
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
spectrum	spectrum	NOUN
using	use	VERB
standard	standard	ADJ
UV	uv	NOUN
lamps	lamp	NOUN
:	:	PUNCT
the	the	DET
photochemical	photochemical	ADJ
properties	property	NOUN
","	","	PUNCT
stabilization	stabilization	NOUN
and	and	CCONJ
use	use	NOUN
of	of	ADP
the	the	DET
urate	urate	ADJ
anion	anion	NOUN
liquid	liquid	NOUN
filter	filter	NOUN
.	.	PUNCT

The	the	DET
physiological	physiological	ADJ
effects	effect	NOUN
unique	unique	ADJ
to	to	ADP
solar	solar	ADJ
ultraviolet	ultraviolet	NOUN
(	(	PUNCT
UV)-B	UV)-B	PROPN
exposure	exposure	NOUN
(	(	PUNCT
280	280	NUM
-	-	SYM
315	315	NUM
nm	nm	NUM
)	)	PUNCT
are	be	VERB
difficult	difficult	ADJ
to	to	PART
accurately	accurately	ADV
replicate	replicate	VERB
in	in	ADP
the	the	DET
laboratory	laboratory	NOUN
.	.	PUNCT

This	this	DET
study	study	NOUN
evaluates	evaluate	VERB
the	the	DET
effectiveness	effectiveness	NOUN
of	of	ADP
the	the	DET
sodium	sodium	NOUN
urate	urate	ADJ
anion	anion	NOUN
in	in	ADP
a	a	DET
liquid	liquid	ADJ
filter	filter	NOUN
that	that	ADJ
yields	yield	VERB
a	a	DET
spectrum	spectrum	NOUN
nearly	nearly	ADV
indistinguishable	indistinguishable	ADJ
from	from	ADP
the	the	DET
solar	solar	ADJ
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
spectrum	spectrum	NOUN
while	while	ADP
filtering	filter	VERB
the	the	DET
emissions	emission	NOUN
of	of	ADP
widely	widely	ADV
used	use	VERB
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
lamps	lamp	NOUN
.	.	PUNCT

The	the	DET
photochemical	photochemical	ADJ
properties	property	NOUN
and	and	CCONJ
stability	stability	NOUN
of	of	ADP
this	this	DET
filter	filter	NOUN
are	be	VERB
examined	examine	VERB
and	and	CCONJ
weighed	weigh	VERB
against	against	ADP
a	a	DET
typical	typical	ADJ
spectrum	spectrum	NOUN
of	of	ADP
ground	ground	NOUN
-	-	PUNCT
level	level	NOUN
solar	solar	ADJ
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
radiation	radiation	NOUN
.	.	PUNCT

To	to	PART
test	test	VERB
the	the	DET
effectiveness	effectiveness	NOUN
of	of	ADP
this	this	DET
filter	filter	NOUN
","	","	PUNCT
light	light	ADJ
-	-	PUNCT
saturated	saturate	VERB
photosynthetic	photosynthetic	ADJ
oxygen	oxygen	NOUN
evolution	evolution	NOUN
rates	rate	NOUN
were	be	VERB
measured	measure	VERB
following	follow	VERB
exposure	exposure	NOUN
to	to	ADP
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
filtered	filter	VERB
either	either	CCONJ
by	by	ADP
this	this	DET
urate	urate	ADJ
filter	filter	NOUN
or	or	CCONJ
the	the	DET
widely	widely	ADV
used	use	VERB
cellulose	cellulose	NOUN
acetate	acetate	NOUN
(	(	PUNCT
CA	CA	PROPN
)	)	PUNCT
filter	filter	NOUN
.	.	PUNCT

The	the	DET
ubiquitous	ubiquitous	ADJ
marine	marine	ADJ
Chlorophyte	chlorophyte	NOUN
alga	alga	VERB
Dunaliella	Dunaliella	PROPN
tertiolecta	tertiolecta	NOUN
was	be	VERB
tested	test	VERB
under	under	ADP
identical	identical	ADJ
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
flux	flux	NOUN
densities	density	NOUN
coupled	couple	VERB
with	with	ADP
ecologically	ecologically	ADV
realistic	realistic	ADJ
fluxes	flux	NOUN
of	of	ADP
UV	uv	NOUN
-	-	PUNCT
A	a	NOUN
and	and	CCONJ
visible	visible	ADJ
radiation	radiation	NOUN
for	for	ADP
6	6	NUM
and	and	CCONJ
12	12	NUM
h	h	NOUN
exposures	exposure	NOUN
.	.	PUNCT

These	these	DET
results	result	NOUN
indicate	indicate	VERB
that	that	ADP
the	the	DET
urate	urate	ADV
-	-	PUNCT
filtered	filter	VERB
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
radiation	radiation	NOUN
yields	yield	VERB
minor	minor	ADJ
photosynthetic	photosynthetic	ADJ
inhibition	inhibition	NOUN
when	when	ADV
compared	compare	VERB
with	with	ADP
exposures	exposure	NOUN
lacking	lack	VERB
in	in	ADP
UV	uv	NOUN
-	-	PUNCT
B	b	NOUN
.	.	PUNCT

This	this	DET
is	be	VERB
in	in	ADP
agreement	agreement	NOUN
with	with	ADP
published	published	ADJ
experiments	experiment	NOUN
using	use	VERB
solar	solar	ADJ
radiation	radiation	NOUN
.	.	PUNCT

In	in	ADP
sharp	sharp	ADJ
contrast	contrast	NOUN
","	","	PUNCT
radiation	radiation	NOUN
filtered	filter	VERB
by	by	ADP
CA	CA	PROPN
filters	filter	NOUN
produced	produce	VERB
large	large	ADJ
inhibition	inhibition	NOUN
of	of	ADP
photosynthesis	photosynthesis	NOUN
.	.	PUNCT

The	the	DET
13C/12C	13c/12c	NUM
isotopic	isotopic	ADJ
signal	signal	NOUN
of	of	ADP
day	day	NOUN
-	-	PUNCT
respired	respired	ADJ
CO2	CO2	PROPN
in	in	ADP
variegated	variegated	ADJ
leaves	leaf	NOUN
of	of	ADP
Pelargonium	pelargonium	NOUN
x	x	SYM
hortorum	hortorum	NOUN
.	.	PUNCT

In	in	ADP
leaves	leaf	NOUN
","	","	PUNCT
although	although	ADP
it	-PRON-	PRON
is	be	VERB
accepted	accept	VERB
that	that	ADP
CO(2	CO(2	PROPN
)	)	PUNCT
evolved	evolve	VERB
by	by	ADP
dark	dark	ADJ
respiration	respiration	NOUN
after	after	ADP
illumination	illumination	NOUN
is	be	VERB
naturally	naturally	ADV
(	(	PUNCT
13	13	NUM
)	)	PUNCT
C	c	NOUN
-	-	PUNCT
enriched	enrich	VERB
compared	compare	VERB
to	to	ADP
organic	organic	ADJ
matter	matter	NOUN
or	or	CCONJ
substrate	substrate	VERB
sucrose	sucrose	NOUN
","	","	PUNCT
much	much	ADJ
uncertainty	uncertainty	NOUN
remains	remain	VERB
on	on	ADP
whether	whether	ADP
day	day	NOUN
respiration	respiration	NOUN
produces	produce	VERB
(	(	PUNCT
13	13	NUM
)	)	PUNCT
C	c	NOUN
-	-	PUNCT
depleted	deplete	VERB
or	or	CCONJ
(	(	PUNCT
13	13	NUM
)	)	PUNCT
C	c	NOUN
-	-	PUNCT
enriched	enrich	VERB
CO(2	CO(2	PROPN
)	)	PUNCT
.	.	PUNCT

Here	here	ADV
","	","	PUNCT
we	-PRON-	PRON
applied	apply	VERB
equations	equation	NOUN
described	describe	VERB
previously	previously	ADV
for	for	ADP
mesocosm	mesocosm	ADJ
CO(2	CO(2	PROPN
)	)	PUNCT
exchange	exchange	NOUN
to	to	PART
investigate	investigate	VERB
the	the	DET
carbon	carbon	NOUN
isotope	isotope	NOUN
composition	composition	NOUN
of	of	ADP
CO(2	CO(2	PROPN
)	)	PUNCT
respired	respire	VERB
by	by	ADP
autotrophic	autotrophic	ADJ
and	and	CCONJ
heterotrophic	heterotrophic	ADJ
tissues	tissue	NOUN
of	of	ADP
Pelargonium	pelargonium	NOUN
x	x	SYM
hortorum	hortorum	NOUN
leaves	leaf	NOUN
","	","	PUNCT
taking	take	VERB
advantage	advantage	NOUN
of	of	ADP
leaf	leaf	NOUN
variegation	variegation	NOUN
.	.	PUNCT

Day	day	NOUN
-	-	PUNCT
respired	respired	ADJ
CO(2	CO(2	PROPN
)	)	PUNCT
was	be	VERB
slightly	slightly	ADV
(	(	PUNCT
13	13	NUM
)	)	PUNCT
C	c	NOUN
-	-	PUNCT
depleted	deplete	VERB
compared	compare	VERB
to	to	ADP
organic	organic	ADJ
matter	matter	NOUN
both	both	DET
under	under	ADP
21	21	NUM
%	%	NOUN
O(2	o(2	NUM
)	)	PUNCT
and	and	CCONJ
2	2	NUM
%	%	NOUN
O(2	o(2	NUM
)	)	PUNCT
.	.	PUNCT

Furthermore	furthermore	ADV
","	","	PUNCT
most	most	ADJ
","	","	PUNCT
if	if	ADP
not	not	ADV
all	all	DET
CO(2	CO(2	PROPN
)	)	PUNCT
molecules	molecule	NOUN
evolved	evolve	VERB
in	in	ADP
the	the	DET
light	light	NOUN
came	come	VERB
from	from	ADP
carbon	carbon	NOUN
atoms	atom	NOUN
that	that	ADJ
had	have	VERB
been	be	VERB
fixed	fix	VERB
previously	previously	ADV
before	before	ADP
the	the	DET
experiments	experiment	NOUN
","	","	PUNCT
in	in	ADP
both	both	DET
variegated	variegated	ADJ
and	and	CCONJ
green	green	ADJ
leaves	leaf	NOUN
.	.	PUNCT

We	-PRON-	PRON
conclude	conclude	VERB
that	that	ADP
the	the	DET
usual	usual	ADJ
definition	definition	NOUN
of	of	ADP
day	day	NOUN
respiratory	respiratory	ADJ
fractionation	fractionation	NOUN
","	","	PUNCT
that	that	ADJ
assumes	assume	VERB
carbon	carbon	NOUN
fixed	fix	VERB
by	by	ADP
current	current	ADJ
net	net	ADJ
photosynthesis	photosynthesis	NOUN
is	be	VERB
the	the	DET
respiratory	respiratory	ADJ
substrate	substrate	NOUN
","	","	PUNCT
is	be	VERB
not	not	ADV
valid	valid	ADJ
in	in	ADP
Pelargonium	pelargonium	NOUN
leaves	leaf	NOUN
under	under	ADP
our	-PRON-	ADJ
conditions	condition	NOUN
.	.	PUNCT

In	in	ADP
variegated	variegated	ADJ
leaves	leaf	NOUN
","	","	PUNCT
total	total	ADJ
organic	organic	ADJ
matter	matter	NOUN
was	be	VERB
slightly	slightly	ADV
(	(	PUNCT
13	13	NUM
)	)	PUNCT
C	c	NOUN
-	-	PUNCT
depleted	deplete	VERB
in	in	ADP
white	white	ADJ
areas	area	NOUN
and	and	CCONJ
so	so	ADV
were	be	VERB
most	most	ADV
primary	primary	ADJ
metabolites	metabolite	NOUN
.	.	PUNCT

This	this	DET
small	small	ADJ
isotopic	isotopic	ADJ
difference	difference	NOUN
between	between	ADP
white	white	ADJ
and	and	CCONJ
green	green	ADJ
areas	area	NOUN
probably	probably	ADV
came	come	VERB
from	from	ADP
the	the	DET
small	small	ADJ
contribution	contribution	NOUN
of	of	ADP
photosynthetic	photosynthetic	ADJ
CO(2	CO(2	PROPN
)	)	PUNCT
refixation	refixation	NOUN
and	and	CCONJ
the	the	DET
specific	specific	ADJ
nitrogen	nitrogen	NOUN
metabolism	metabolism	NOUN
in	in	ADP
white	white	ADJ
leaf	leaf	NOUN
areas	area	NOUN
.	.	PUNCT

Auxin	Auxin	PROPN
depletion	depletion	NOUN
in	in	ADP
barley	barley	NOUN
plants	plant	NOUN
under	under	ADP
high	high	ADJ
-	-	PUNCT
temperature	temperature	NOUN
conditions	condition	NOUN
represses	repress	VERB
DNA	dna	NOUN
proliferation	proliferation	NOUN
in	in	ADP
organelles	organelle	NOUN
and	and	CCONJ
nuclei	nucleus	NOUN
