Isolation	isolation	NOUN	O
the	the	DET	O
alpha	alpha	NOUN	O
-	-	PUNCT	O
box-	box-	NOUN	O
domain	domain	NOUN	O
(	(	PUNCT	O
MAT1	MAT1	PROPN	O
-	-	PUNCT	O
1	1	NUM	O
-	-	SYM	O
1	1	NUM	O
)	)	PUNCT	O
,	,	PUNCT	O
suggesting	suggest	VERB	O
that	that	ADP	O
this	this	DET	O
fungus	fungus	NOUN	O
is	be	VERB	O
heterothallic	heterothallic	ADJ	O
.	.	PUNCT	O

A	a	DET	O
PCR	pcr	NOUN	O
-	-	PUNCT	O
based	base	VERB	O
approach	approach	NOUN	O
was	be	VERB	O
initially	initially	ADV	O
employed	employ	VERB	O
to	to	PART	O
screen	screen	VERB	O
truffles	truffle	NOUN	O
for	for	ADP	O
the	the	DET	O
presence	presence	NOUN	O
of	of	ADP	O
the	the	DET	O
MAT1	MAT1	PROPN	O
-	-	PUNCT	O
2	2	NUM	O
-	-	SYM	O
1	1	NUM	O
gene	gene	NOUN	O
and	and	CCONJ	O
amplify	amplify	VERB	O
the	the	DET	O
conserved	conserved	ADJ	O
regions	region	NOUN	O
flanking	flank	VERB	O
the	the	DET	O
mating	mating	NOUN	O
type	type	NOUN	O
(	(	PUNCT	O
MAT	MAT	PROPN	O
)	)	PUNCT	O
locus	locus	NOUN	O
.	.	PUNCT	O

The	the	DET	O
MAT1	MAT1	PROPN	O
-	-	PUNCT	O
1	1	NUM	O
-	-	PUNCT	O
1	1	NUM	O
gene	gene	NOUN	O
was	be	VERB	O
finally	finally	ADV	O
identified	identify	VERB	O
using	use	VERB	O
primers	primer	NOUN	O
designed	design	VERB	O
from	from	ADP	O
the	the	DET	O
conserved	conserved	ADJ	O
regions	region	NOUN	O
of	of	ADP	O
strains	strain	NOUN	O
that	that	ADJ	O
lack	lack	VERB	O
the	the	DET	O
MAT1	MAT1	PROPN	O
-	-	PUNCT	O
2	2	NUM	O
-	-	SYM	O
1	1	NUM	O
gene	gene	NOUN	O
.	.	PUNCT	O

Mating	mating	NOUN	O
type	type	NOUN	O
-	-	PUNCT	O
specific	specific	ADJ	O
primer	primer	NOUN	O
pairs	pair	NOUN	O
were	be	VERB	O
developed	develop	VERB	O
to	to	PART	O
screen	screen	VERB	O
asci	ascus	NOUN	O
and	and	CCONJ	O
gleba	gleba	ADJ	O
from	from	ADP	O
truffles	truffle	NOUN	O
of	of	ADP	O
different	different	ADJ	O
origins	origin	NOUN	O
and	and	CCONJ	O
to	to	PART	O
genotype	genotype	VERB	O
single	single	ADJ	O
ascospores	ascospore	NOUN	O
within	within	ADP	O
the	the	DET	O
asci	asci	NOUN	O
.	.	PUNCT	O

These	these	DET	O
analyses	analysis	NOUN	O
provided	provide	VERB	O
definitive	definitive	ADJ	O
evidence	evidence	NOUN	O
that	that	ADP	O
T.	T.	PROPN	O
melanosporum	melanosporum	NOUN	O
is	be	VERB	O
a	a	DET	O
heterothallic	heterothallic	ADJ	O
species	specie	NOUN	O
with	with	ADP	O
a	a	DET	O
MAT	MAT	PROPN	O
locus	locus	NOUN	O
that	that	ADJ	O
is	be	VERB	O
organized	organize	VERB	O
similarly	similarly	ADV	O
to	to	ADP	O
those	those	DET	O
of	of	ADP	O
ancient	ancient	ADJ	O
fungal	fungal	ADJ	O
lineages	lineage	NOUN	O
.	.	PUNCT	O

A	a	DET	O
greater	great	ADJ	O
understanding	understanding	NOUN	O
of	of	ADP	O
the	the	DET	O
reproductive	reproductive	ADJ	O
mechanisms	mechanism	NOUN	O
that	that	ADJ	O
exist	exist	VERB	O
in	in	ADP	O
Tuber	Tuber	PROPN	O
spp	spp	NOUN	O
.	.	PUNCT	O

allows	allow	VERB	O
for	for	ADP	O
optimization	optimization	NOUN	O
of	of	ADP	O
truffle	truffle	NOUN	O
plantation	plantation	NOUN	O
management	management	NOUN	O
strategies	strategy	NOUN	O
.	.	PUNCT	O

Hydraulic	hydraulic	ADJ	O
constraints	constraint	NOUN	O
limit	limit	VERB	O
height	height	NOUN	O
growth	growth	NOUN	O
in	in	ADP	O
trees	tree	NOUN	O
at	at	ADP	O
high	high	ADJ	O
altitude	altitude	NOUN	O
.	.	PUNCT	O

Low	low	ADJ	O
temperatures	temperature	NOUN	O
limit	limit	VERB	O
the	the	DET	O
fixation	fixation	NOUN	O
of	of	ADP	O
photosynthates	photosynthate	NOUN	O
and	and	CCONJ	O
xylogenesis	xylogenesis	NOUN	O
.	.	PUNCT	O

Here	here	ADV	O
,	,	PUNCT	O
we	-PRON-	PRON	O
hypothesized	hypothesize	VERB	O
that	that	ADP	O
reduced	reduce	VERB	O
longitudinal	longitudinal	ADJ	O
growth	growth	NOUN	O
in	in	ADP	O
trees	tree	NOUN	O
at	at	ADP	O
high	high	ADJ	O
altitude	altitude	NOUN	O
is	be	VERB	O
related	relate	VERB	O
to	to	ADP	O
the	the	DET	O
lower	low	ADJ	O
hydraulic	hydraulic	ADJ	O
efficiency	efficiency	NOUN	O
of	of	ADP	O
the	the	DET	O
transport	transport	NOUN	O
system	system	NOUN	O
.	.	PUNCT	O

Apical	apical	ADJ	O
buds	bud	NOUN	O
of	of	ADP	O
Norway	Norway	PROPN	O
spruce	spruce	NOUN	B-en_species
(	(	PUNCT	O
Picea	Picea	PROPN	B-lat_species
abies	abie	NOUN	I-lat_species
trees	tree	NOUN	O
at	at	ADP	O
high	high	ADJ	O
and	and	CCONJ	O
low	low	ADJ	O
elevation	elevation	NOUN	O
were	be	VERB	O
heated	heat	VERB	O
during	during	ADP	O
2006	2006	NUM	O
and	and	CCONJ	O
2007	2007	NUM	O
.	.	PUNCT	O

At	at	ADP	O
the	the	DET	O
end	end	NOUN	O
of	of	ADP	O
the	the	DET	O
experiment	experiment	NOUN	O
,	,	PUNCT	O
trees	tree	NOUN	O
were	be	VERB	O
felled	fell	VERB	O
.	.	PUNCT	O

Longitudinal	longitudinal	ADJ	O
increments	increment	NOUN	O
and	and	CCONJ	O
tracheid	tracheid	ADJ	O
lumen	luman	NOUN	O
areas	area	NOUN	O
were	be	VERB	O
measured	measure	VERB	O
along	along	ADP	O
the	the	DET	O
stem	stem	NOUN	O
.	.	PUNCT	O

Apical	apical	ADJ	O
hydraulic	hydraulic	ADJ	O
conductivity	conductivity	NOUN	O
(	(	PUNCT	O
k	k	NOUN	O
)	)	PUNCT	O
was	be	VERB	O
estimated	estimate	VERB	O
from	from	ADP	O
anatomical	anatomical	ADJ	O
data	datum	NOUN	O
.	.	PUNCT	O

Before	before	ADP	O
heating	heating	NOUN	O
,	,	PUNCT	O
high	high	ADJ	O
-	-	PUNCT	O
altitude	altitude	NOUN	O
trees	tree	NOUN	O
showed	show	VERB	O
fewer	few	ADJ	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.002	0.002	NUM	O
)	)	PUNCT	O
and	and	CCONJ	O
smaller	small	ADJ	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.008	0.008	NUM	O
)	)	PUNCT	O
apical	apical	ADJ	O
conduits	conduit	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
therefore	therefore	ADV	O
reduced	reduce	VERB	O
k	k	X	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.016	0.016	NUM	O
)	)	PUNCT	O
and	and	CCONJ	O
stem	stem	NOUN	O
elongation	elongation	NOUN	O
(	(	PUNCT	O
P	p	NOUN	O
&	&	CCONJ	O
lt	lt	PROPN	O
;	;	PUNCT	O
0.0001	0.0001	NUM	O
)	)	PUNCT	O
,	,	PUNCT	O
in	in	ADP	O
comparison	comparison	NOUN	O
with	with	ADP	O
trees	tree	NOUN	O
at	at	ADP	O
low	low	ADJ	O
elevation	elevation	NOUN	O
.	.	PUNCT	O

After	after	ADP	O
2	2	NUM	O
yr	yr	NOUN	O
of	of	ADP	O
heating	heating	NOUN	O
,	,	PUNCT	O
k	k	NOUN	O
increased	increase	VERB	O
at	at	ADP	O
both	both	CCONJ	O
high	high	ADJ	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.014	0.014	NUM	O
)	)	PUNCT	O
and	and	CCONJ	O
low	low	ADJ	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.047	0.047	NUM	O
)	)	PUNCT	O
elevation	elevation	NOUN	O
.	.	PUNCT	O

Only	only	ADV	O
high	high	ADJ	O
-	-	PUNCT	O
altitude	altitude	NOUN	O
trees	tree	NOUN	O
showed	show	VERB	O
increased	increase	VERB	O
stem	stem	NOUN	O
elongation	elongation	NOUN	O
,	,	PUNCT	O
which	which	ADJ	O
reached	reach	VERB	O
the	the	DET	O
same	same	ADJ	O
magnitude	magnitude	NOUN	O
as	as	ADP	O
that	that	DET	O
of	of	ADP	O
controls	control	NOUN	O
at	at	ADP	O
low	low	ADJ	O
elevation	elevation	NOUN	O
(	(	PUNCT	O
P	p	NOUN	O
=	=	SYM	O
0.735	0.735	NUM	O
)	)	PUNCT	O
.	.	PUNCT	O

Heating	heat	VERB	O
around	around	ADP	O
the	the	DET	O
apical	apical	ADJ	O
shoots	shoot	NOUN	O
did	do	VERB	O
not	not	ADV	O
appear	appear	VERB	O
to	to	PART	O
induce	induce	VERB	O
significant	significant	ADJ	O
changes	change	NOUN	O
in	in	ADP	O
conduit	conduit	NOUN	O
dimension	dimension	NOUN	O
along	along	ADP	O
the	the	DET	O
rest	rest	NOUN	O
of	of	ADP	O
the	the	DET	O
stem	stem	NOUN	O
.	.	PUNCT	O

The	the	DET	O
total	total	ADJ	O
number	number	NOUN	O
and	and	CCONJ	O
size	size	NOUN	O
of	of	ADP	O
xylem	xylem	NOUN	O
elements	element	NOUN	O
at	at	ADP	O
the	the	DET	O
stem	stem	NOUN	O
apex	apex	NOUN	O
are	be	VERB	O
strongly	strongly	ADV	O
constrained	constrain	VERB	O
by	by	ADP	O
low	low	ADJ	O
temperatures	temperature	NOUN	O
.	.	PUNCT	O

Trees	tree	NOUN	O
at	at	ADP	O
high	high	ADJ	O
altitude	altitude	NOUN	O
are	be	VERB	O
therefore	therefore	ADV	O
prevented	prevent	VERB	O
from	from	ADP	O
building	build	VERB	O
up	up	PART	O
an	an	DET	O
efficient	efficient	ADJ	O
transport	transport	NOUN	O
system	system	NOUN	O
,	,	PUNCT	O
and	and	CCONJ	O
their	-PRON-	ADJ	O
reduced	reduce	VERB	O
longitudinal	longitudinal	ADJ	O
growth	growth	NOUN	O
reflects	reflect	VERB	O
strong	strong	ADJ	O
hydraulic	hydraulic	ADJ	O
limitations	limitation	NOUN	O
.	.	PUNCT	O

Physiological	physiological	ADJ	O
and	and	CCONJ	O
morphological	morphological	ADJ	O
adaptations	adaptation	NOUN	O
in	in	ADP	O
relation	relation	NOUN	O
to	to	ADP	O
water	water	NOUN	O
use	use	NOUN	O
efficiency	efficiency	NOUN	O
in	in	ADP	O
Mediterranean	Mediterranean	PROPN	O
accessions	accession	NOUN	O
of	of	ADP	O
Solanum	Solanum	PROPN	B-lat_species
lycopersicum	lycopersicum	NOUN	I-lat_species

The	the	DET	O
physiological	physiological	ADJ	O
traits	trait	NOUN	O
underlying	underlie	VERB	O
the	the	DET	O
apparent	apparent	ADJ	O
drought	drought	NOUN	O
resistance	resistance	NOUN	O
of	of	ADP	O
'	'	PUNCT	O
Tomatiga	Tomatiga	PROPN	O
de	de	PROPN	O
Ramellet	Ramellet	PROPN	O
'	'	PUNCT	O
(	(	PUNCT	O
TR	TR	PROPN	O
)	)	PUNCT	O
cultivars	cultivar	NOUN	O
,	,	PUNCT	O
a	a	DET	O
population	population	NOUN	O
of	of	ADP	O
Mediterranean	Mediterranean	PROPN	O
tomato	tomato	NOUN	B-en_species
cultivars	cultivar	NOUN	O
with	with	ADP	O
delayed	delay	VERB	O
fruit	fruit	NOUN	O
deterioration	deterioration	NOUN	O
(	(	PUNCT	O
DFD	DFD	PROPN	O
)	)	PUNCT	O
phenotype	phenotype	NOUN	O
and	and	CCONJ	O
typically	typically	ADV	O
grown	grow	VERB	O
under	under	ADP	O
non	non	ADJ	O
-	-	ADJ	O
irrigation	irrigation	ADJ	O
conditions	condition	NOUN	O
,	,	PUNCT	O
are	be	VERB	O
evaluated	evaluate	VERB	O
.	.	PUNCT	O

Eight	eight	NUM	O
different	different	ADJ	O
tomato	tomato	NOUN	B-en_species
accessions	accession	NOUN	O
were	be	VERB	O
selected	select	VERB	O
and	and	CCONJ	O
included	include	VERB	O
six	six	NUM	O
TR	tr	NOUN	O
accessions	accession	NOUN	O
,	,	PUNCT	O
one	one	NUM	O
Mediterranean	Mediterranean	PROPN	O
non	non	ADJ	O
-	-	ADJ	O
TR	tr	ADJ	O
accession	accession	NOUN	O
(	(	PUNCT	O
NTR(M	ntr(m	NOUN	O
)	)	PUNCT	O
)	)	PUNCT	O
and	and	CCONJ	O
a	a	DET	O
processing	processing	NOUN	O
cultivar	cultivar	NOUN	O
(	(	PUNCT	O
NTR(O	NTR(O	PROPN	O
)	)	PUNCT	O
)	)	PUNCT	O
.	.	PUNCT	O

Among	among	ADP	O
the	the	DET	O
TR	tr	NOUN	O
accessions	accession	NOUN	O
two	two	NUM	O
leaf	leaf	NOUN	O
morphology	morphology	NOUN	O
types	type	NOUN	O
,	,	PUNCT	O
normal	normal	ADJ	O
divided	divide	VERB	O
leaves	leaf	NOUN	O
and	and	CCONJ	O
potato	potato	NOUN	B-en_species
-	-	PUNCT	O
leaf	leaf	NOUN	O
,	,	PUNCT	O
were	be	VERB	O
selected	select	VERB	O
.	.	PUNCT	O

Plants	plant	NOUN	O
were	be	VERB	O
field	field	NOUN	O
grown	grow	VERB	O
under	under	ADP	O
well	well	ADV	O
-	-	PUNCT	O
watered	water	VERB	O
(	(	PUNCT	O
WW	WW	PROPN	O
)	)	PUNCT	O
and	and	CCONJ	O
water	water	NOUN	O
-	-	PUNCT	O
stressed	stress	VERB	O
(	(	PUNCT	O
WS	ws	NOUN	O
)	)	PUNCT	O
treatments	treatment	NOUN	O
,	,	PUNCT	O
with	with	ADP	O
30	30	NUM	O
and	and	CCONJ	O
10	10	NUM	O
%	%	NOUN	O
of	of	ADP	O
soil	soil	NOUN	O
water	water	NOUN	O
capacity	capacity	NOUN	O
,	,	PUNCT	O
respectively	respectively	ADV	O
.	.	PUNCT	O

Accessions	accession	NOUN	O
were	be	VERB	O
clustered	cluster	VERB	O
according	accord	VERB	O
to	to	ADP	O
the	the	DET	O
leaf	leaf	NOUN	O
type	type	NOUN	O
and	and	CCONJ	O
TR	tr	NOUN	O
phenotype	phenotype	NOUN	O
under	under	ADP	O
WW	WW	PROPN	O
and	and	CCONJ	O
WS	WS	PROPN	O
,	,	PUNCT	O
respectively	respectively	ADV	O
.	.	PUNCT	O

Correlation	correlation	NOUN	O
among	among	ADP	O
parameters	parameter	NOUN	O
under	under	ADP	O
the	the	DET	O
different	different	ADJ	O
water	water	NOUN	O
treatments	treatment	NOUN	O
suggested	suggest	VERB	O
that	that	ADP	O
potential	potential	ADJ	O
improvements	improvement	NOUN	O
in	in	ADP	O
the	the	DET	O
intrinsic	intrinsic	ADJ	O
water	water	NOUN	O
-	-	PUNCT	O
use	use	NOUN	O
efficiency	efficiency	NOUN	O
(	(	PUNCT	O
A(N)/g(s	A(N)/g(s	PROPN	O
)	)	PUNCT	O
)	)	PUNCT	O
are	be	VERB	O
possible	possible	ADJ	O
without	without	ADP	O
negative	negative	ADJ	O
impacts	impact	NOUN	O
on	on	ADP	O
yield	yield	NOUN	O
.	.	PUNCT	O

Under	under	ADP	O
WS	ws	NOUN	O
TR	tr	NOUN	O
accessions	accession	NOUN	O
displayed	display	VERB	O
higher	high	ADJ	O
A(N)/g(s	A(N)/g(s	PROPN	O
)	)	PUNCT	O
,	,	PUNCT	O
which	which	ADJ	O
was	be	VERB	O
not	not	ADV	O
due	due	ADJ	O
to	to	ADP	O
differences	difference	NOUN	O
in	in	ADP	O
Rubisco	rubisco	NOUN	O
-	-	PUNCT	O
related	relate	VERB	O
parameters	parameter	NOUN	O
,	,	PUNCT	O
but	but	CCONJ	O
correlated	correlate	VERB	O
with	with	ADP	O
the	the	DET	O
ratio	ratio	NOUN	O
between	between	ADP	O
the	the	DET	O
leaf	leaf	NOUN	O
mesophyll	mesophyll	NOUN	O
and	and	CCONJ	O
stomatal	stomatal	ADJ	O
conductances	conductance	NOUN	O
(	(	PUNCT	O
g(m)/g(s	g(m)/g(s	PROPN	O
)	)	PUNCT	O
)	)	PUNCT	O
.	.	PUNCT	O

The	the	DET	O
results	result	NOUN	O
confirm	confirm	VERB	O
the	the	DET	O
existence	existence	NOUN	O
of	of	ADP	O
differential	differential	ADJ	O
traits	trait	NOUN	O
in	in	ADP	O
the	the	DET	O
response	response	NOUN	O
to	to	ADP	O
drought	drought	NOUN	O
stress	stress	NOUN	O
in	in	ADP	O
Mediterranean	Mediterranean	PROPN	O
accessions	accession	NOUN	O
of	of	ADP	O
tomato	tomato	NOUN	B-en_species
,	,	PUNCT	O
and	and	CCONJ	O
demonstrate	demonstrate	VERB	O
that	that	ADJ	O
increases	increase	NOUN	O
in	in	ADP	O
the	the	DET	O
g(m)/g(s	g(m)/g(s	NOUN	O
)	)	PUNCT	O
ratio	ratio	NOUN	O
would	would	VERB	O
allow	allow	VERB	O
improvements	improvement	NOUN	O
in	in	ADP	O
A(N)/g(s	A(N)/g(s	PROPN	O
)	)	PUNCT	O
in	in	ADP	O
horticultural	horticultural	ADJ	O
crops	crop	NOUN	O
.	.	PUNCT	O

A	a	DET	O
new	new	ADJ	O
filter	filter	NOUN	O
that	that	ADJ	O
accurately	accurately	ADV	O
mimics	mimic	VERB	O
the	the	DET	O
solar	solar	ADJ	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
spectrum	spectrum	NOUN	O
using	use	VERB	O
standard	standard	ADJ	O
UV	uv	NOUN	O
lamps	lamp	NOUN	O
:	:	PUNCT	O
the	the	DET	O
photochemical	photochemical	ADJ	O
properties	property	NOUN	O
,	,	PUNCT	O
stabilization	stabilization	NOUN	O
and	and	CCONJ	O
use	use	NOUN	O
of	of	ADP	O
the	the	DET	O
urate	urate	ADJ	O
anion	anion	NOUN	O
liquid	liquid	NOUN	O
filter	filter	NOUN	O
.	.	PUNCT	O

The	the	DET	O
physiological	physiological	ADJ	O
effects	effect	NOUN	O
unique	unique	ADJ	O
to	to	ADP	O
solar	solar	ADJ	O
ultraviolet	ultraviolet	NOUN	O
(	(	PUNCT	O
UV)-B	UV)-B	PROPN	O
exposure	exposure	NOUN	O
(	(	PUNCT	O
280	280	NUM	O
-	-	SYM	O
315	315	NUM	O
nm	nm	NUM	O
)	)	PUNCT	O
are	be	VERB	O
difficult	difficult	ADJ	O
to	to	PART	O
accurately	accurately	ADV	O
replicate	replicate	VERB	O
in	in	ADP	O
the	the	DET	O
laboratory	laboratory	NOUN	O
.	.	PUNCT	O

This	this	DET	O
study	study	NOUN	O
evaluates	evaluate	VERB	O
the	the	DET	O
effectiveness	effectiveness	NOUN	O
of	of	ADP	O
the	the	DET	O
sodium	sodium	NOUN	O
urate	urate	ADJ	O
anion	anion	NOUN	O
in	in	ADP	O
a	a	DET	O
liquid	liquid	ADJ	O
filter	filter	NOUN	O
that	that	ADJ	O
yields	yield	VERB	O
a	a	DET	O
spectrum	spectrum	NOUN	O
nearly	nearly	ADV	O
indistinguishable	indistinguishable	ADJ	O
from	from	ADP	O
the	the	DET	O
solar	solar	ADJ	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
spectrum	spectrum	NOUN	O
while	while	ADP	B-en_species
filtering	filter	VERB	O
the	the	DET	O
emissions	emission	NOUN	O
of	of	ADP	O
widely	widely	ADV	O
used	use	VERB	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
lamps	lamp	NOUN	O
.	.	PUNCT	O

The	the	DET	O
photochemical	photochemical	ADJ	O
properties	property	NOUN	O
and	and	CCONJ	O
stability	stability	NOUN	O
of	of	ADP	O
this	this	DET	O
filter	filter	NOUN	O
are	be	VERB	O
examined	examine	VERB	O
and	and	CCONJ	O
weighed	weigh	VERB	O
against	against	ADP	O
a	a	DET	O
typical	typical	ADJ	O
spectrum	spectrum	NOUN	O
of	of	ADP	O
ground	ground	NOUN	O
-	-	PUNCT	O
level	level	NOUN	O
solar	solar	ADJ	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
radiation	radiation	NOUN	O
.	.	PUNCT	O

To	to	PART	O
test	test	VERB	O
the	the	DET	O
effectiveness	effectiveness	NOUN	O
of	of	ADP	O
this	this	DET	O
filter	filter	NOUN	O
,	,	PUNCT	O
light	light	ADJ	O
-	-	PUNCT	O
saturated	saturate	VERB	O
photosynthetic	photosynthetic	ADJ	O
oxygen	oxygen	NOUN	O
evolution	evolution	NOUN	O
rates	rate	NOUN	O
were	be	VERB	O
measured	measure	VERB	O
following	follow	VERB	O
exposure	exposure	NOUN	O
to	to	ADP	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
filtered	filter	VERB	O
either	either	CCONJ	O
by	by	ADP	O
this	this	DET	O
urate	urate	ADJ	O
filter	filter	NOUN	O
or	or	CCONJ	O
the	the	DET	O
widely	widely	ADV	O
used	use	VERB	O
cellulose	cellulose	NOUN	O
acetate	acetate	NOUN	O
(	(	PUNCT	O
CA	CA	PROPN	O
)	)	PUNCT	O
filter	filter	NOUN	O
.	.	PUNCT	O

The	the	DET	O
ubiquitous	ubiquitous	ADJ	O
marine	marine	ADJ	O
Chlorophyte	chlorophyte	NOUN	O
alga	alga	VERB	O
Dunaliella	Dunaliella	PROPN	B-lat_genus
tertiolecta	tertiolecta	NOUN	O
was	be	VERB	O
tested	test	VERB	O
under	under	ADP	O
identical	identical	ADJ	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
flux	flux	NOUN	O
densities	density	NOUN	O
coupled	couple	VERB	O
with	with	ADP	O
ecologically	ecologically	ADV	O
realistic	realistic	ADJ	O
fluxes	flux	NOUN	O
of	of	ADP	O
UV	uv	NOUN	O
-	-	PUNCT	O
A	a	NOUN	O
and	and	CCONJ	O
visible	visible	ADJ	O
radiation	radiation	NOUN	O
for	for	ADP	O
6	6	NUM	O
and	and	CCONJ	O
12	12	NUM	O
h	h	NOUN	O
exposures	exposure	NOUN	O
.	.	PUNCT	O

These	these	DET	O
results	result	NOUN	O
indicate	indicate	VERB	O
that	that	ADP	O
the	the	DET	O
urate	urate	ADV	O
-	-	PUNCT	O
filtered	filter	VERB	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
radiation	radiation	NOUN	O
yields	yield	VERB	O
minor	minor	ADJ	O
photosynthetic	photosynthetic	ADJ	O
inhibition	inhibition	NOUN	O
when	when	ADV	O
compared	compare	VERB	O
with	with	ADP	O
exposures	exposure	NOUN	O
lacking	lack	VERB	O
in	in	ADP	O
UV	uv	NOUN	O
-	-	PUNCT	O
B	b	NOUN	O
.	.	PUNCT	O

This	this	DET	O
is	be	VERB	O
in	in	ADP	O
agreement	agreement	NOUN	O
with	with	ADP	O
published	published	ADJ	O
experiments	experiment	NOUN	O
using	use	VERB	O
solar	solar	ADJ	O
radiation	radiation	NOUN	O
.	.	PUNCT	O

In	in	ADP	O
sharp	sharp	ADJ	O
contrast	contrast	NOUN	O
,	,	PUNCT	O
radiation	radiation	NOUN	O
filtered	filter	VERB	O
by	by	ADP	O
CA	CA	PROPN	O
filters	filter	NOUN	O
produced	produce	VERB	O
large	large	ADJ	O
inhibition	inhibition	NOUN	O
of	of	ADP	O
photosynthesis	photosynthesis	NOUN	O
.	.	PUNCT	O

The	the	DET	O
13C/12C	13c/12c	NUM	O
isotopic	isotopic	ADJ	O
signal	signal	NOUN	O
of	of	ADP	O
day	day	NOUN	O
-	-	PUNCT	O
respired	respired	ADJ	O
CO2	CO2	PROPN	O
in	in	ADP	O
variegated	variegated	ADJ	O
leaves	leaf	NOUN	O
of	of	ADP	O
Pelargonium	pelargonium	NOUN	B-lat_species
x	x	SYM	I-lat_species
hortorum	hortorum	NOUN	I-lat_species

In	in	ADP	O
leaves	leaf	NOUN	O
,	,	PUNCT	O
although	although	ADP	O
it	-PRON-	PRON	O
is	be	VERB	O
accepted	accept	VERB	O
that	that	ADP	O
CO(2	CO(2	PROPN	O
)	)	PUNCT	O
evolved	evolve	VERB	O
by	by	ADP	O
dark	dark	ADJ	O
respiration	respiration	NOUN	O
after	after	ADP	O
illumination	illumination	NOUN	O
is	be	VERB	O
naturally	naturally	ADV	O
(	(	PUNCT	O
13	13	NUM	O
)	)	PUNCT	O
C	c	NOUN	O
-	-	PUNCT	O
enriched	enrich	VERB	O
compared	compare	VERB	O
to	to	ADP	O
organic	organic	ADJ	O
matter	matter	NOUN	O
or	or	CCONJ	O
substrate	substrate	VERB	O
sucrose	sucrose	NOUN	O
,	,	PUNCT	O
much	much	ADJ	O
uncertainty	uncertainty	NOUN	O
remains	remain	VERB	O
on	on	ADP	O
whether	whether	ADP	O
day	day	NOUN	O
respiration	respiration	NOUN	O
produces	produce	VERB	O
(	(	PUNCT	O
13	13	NUM	O
)	)	PUNCT	O
C	c	NOUN	O
-	-	PUNCT	O
depleted	deplete	VERB	O
or	or	CCONJ	O
(	(	PUNCT	O
13	13	NUM	O
)	)	PUNCT	O
C	c	NOUN	O
